GCPJ,completeness_score,missing_columns,priority
1300408320,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1700128460,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900064043,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2500306388,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1800275832,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1800709741,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2200122372,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2300917220,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400020582,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2200575243,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400023703,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1800406430,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900031903,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900817450,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2300065133,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400689363,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300409259,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400487551,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2300531435,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2500245554,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1800736505,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400417088,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2200588756,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2301033593,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400486335,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400206630,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300408392,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2200228675,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900666851,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1700444693,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2100943649,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1800402323,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2301075905,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2300762153,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400285089,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300414030,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1500206641,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2300338568,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900798965,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300406325,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2000448050,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2000449764,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300409947,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300315255,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300409143,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300410218,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300408911,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1800653182,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2100278213,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900179685,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1600391625,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300325465,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1300423461,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2400618830,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900436703,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1900436773,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2000542882,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
2100074250,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1601465549,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1601389470,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
1601471596,0.0,CÓD. INTERNO;TIPO DE OPERAÇÃO/CARTEIRA;AGÊNCIA;CONTA;GESTOR;SEGMENTO DO CONTRATO;PROCESSO;PROCEDIMENTO;NOME PARTE CONTRÁRIA PRINCIPAL;CPF/CNPJ;DEVEDOR SOLIDÁRIO 1;DEVEDOR SOLIDÁRIO 2;CPF 2;VARA;COMARCA;UF,Alta
